x,ypred,f(x)
0.0,0.07263890949944063,0.0
0.001000100010001,0.0918489751355267,0.04398445240563596
0.002000200020002,0.11280294560748239,0.08795544543274582
0.003000300030003,0.13555961149121032,0.1318995252357212
0.004000400040004,0.16016910968478548,0.17580324903224462
0.005000500050005001,0.18667175822018756,0.21965319062857425
0.006000600060006,0.21509692680614023,0.2634359459371995
0.0070007000700070005,0.24546196018211752,0.3071381384843299
0.008000800080008,0.277771171484547,0.3507464249046849
0.009000900090009001,0.3120149226754467,0.39424750042105705
0.010001000100010001,0.34816880865209576,0.43762810430613114
0.011001100110011002,0.38619296093978406,0.4808750253240464
0.012001200120012,0.4260314858684868,0.523975107149202
0.013001300130013,0.46761205085605617,0.5669152537598152
0.014001400140014001,0.510845630875643,0.6096824348037528
0.015001500150015001,0.5556264253916012,0.6522636909341728
0.016001600160016,0.6018319540281638,0.6946461391125225
0.017001700170017002,0.6493233370155558,0.7368169778764626
0.018001800180018002,0.6979457640712141,0.7787634925702926
0.019001900190019003,0.7475291528547157,0.8204730605354823
0.020002000200020003,0.7978889955228929,0.8619331562589247
0.021002100210021003,0.8488273892485658,0.9031313564765503
0.022002200220022004,0.9001342438956037,0.9440553452299607
0.023002300230023004,0.9515886574096335,0.9846929188737668
0.024002400240024,1.002960446932823,1.0250319910313332
0.025002500250025,1.054011821226661,1.0650605974966625
0.026002600260026,1.104499177732194,1.1047669010801735
0.027002700270027002,1.154175005552478,1.144139196396155
0.028002800280028002,1.2027898738451466,1.1831659145897087
0.029002900290029002,1.250094483596678,1.2218356280010156
0.030003000300030003,1.2958417595433644,1.260137054764801
0.031003100310031003,1.3397889581304696,1.2980590633428895
0.032003200320032,1.3816997668781692,1.335590676987792
0.033003300330033,1.4213463703624036,1.3727210781352785
0.034003400340034004,1.4585114582258463,1.4094396127239435
0.035003500350035,1.4929901512073105,1.4457357944397906
0.036003600360036005,1.5245918221097092,1.4815993088839128
0.037003700370037,1.5531417899022184,1.5170200176613624
0.038003800380038005,1.578482866752072,1.5519879623893653
0.039003900390039,1.6004767396789674,1.5864933686230507
0.040004000400040006,1.619005170689146,1.6205266496969264
0.041004100410041,1.6339710016414504,1.6540784104803499
0.04200420042004201,1.6452989526842163,1.6871394510453057
0.043004300430043,1.6529362058369887,1.719700770244824
0.04400440044004401,1.6568527681298075,1.751753569200435
0.045004500450045004,1.6570416116092126,1.783289254697079
